x_axis,y_axis,z_axis,ax_axis,ay_axis,az_axis,activity_type
1,96,167,8,3,3,pushups
-50,88,139,4,3,2,pushups
-50,88,139,4,3,2,pushups
26,74,114,7,-1,2,pushups
26,74,114,7,-1,2,pushups
-34,56,94,6,1,1,pushups
-34,56,94,6,1,1,pushups
8,47,62,4,1,1,pushups
8,47,62,4,1,1,pushups
8,27,60,2,0,1,pushups
8,27,60,2,0,1,pushups
-21,27,55,2,0,1,pushups
-21,27,55,2,0,1,pushups
18,30,52,1,0,0,pushups
18,30,52,1,0,0,pushups
-42,36,46,3,0,0,pushups
-42,36,46,3,0,0,pushups
-22,33,55,2,-1,0,pushups
-22,33,55,2,-1,0,pushups
31,21,73,1,0,2,pushups
31,21,73,1,0,2,pushups
37,9,73,2,-1,1,pushups
37,9,73,2,-1,1,pushups
27,13,65,1,-2,1,pushups
27,13,65,1,-2,1,pushups
35,7,59,2,-1,-1,pushups
35,7,59,2,-1,-1,pushups
34,32,71,2,-1,-1,pushups
34,32,71,2,-1,-1,pushups
2,31,63,2,0,1,pushups
2,31,63,2,0,1,pushups
34,32,62,3,0,1,pushups
34,32,62,3,0,1,pushups
-17,29,56,1,0,0,pushups
-17,29,56,1,0,0,pushups
-74,43,51,2,0,-1,pushups
-74,43,51,2,0,-1,pushups
-21,52,50,1,-1,0,pushups
-21,52,50,1,-1,0,pushups
-8,51,47,1,-1,1,pushups
-8,51,47,1,-1,1,pushups
-54,58,56,1,-3,1,pushups
-54,58,56,1,-3,1,pushups
-20,55,44,1,-4,1,pushups
-20,55,44,1,-4,1,pushups
-13,53,29,1,-2,2,pushups
-13,53,29,1,-2,2,pushups
-51,35,22,1,-2,2,pushups
-51,35,22,1,-2,2,pushups
-26,20,14,1,-2,1,pushups
-26,20,14,1,-2,1,pushups
17,17,8,1,-2,2,pushups
17,17,8,1,-2,2,pushups
-7,4,0,1,-1,2,pushups
-7,4,0,1,-1,2,pushups
-8,5,-9,1,-1,1,pushups
-8,5,-9,1,-1,1,pushups
21,7,-10,1,-1,1,pushups
21,7,-10,1,-1,1,pushups
4,9,-19,0,0,1,pushups
4,9,-19,0,0,1,pushups
-8,9,-31,1,0,1,pushups
-8,9,-31,1,0,1,pushups
15,-2,-39,0,0,0,pushups
15,-2,-39,0,0,0,pushups
21,-8,-49,0,0,0,pushups
21,-8,-49,0,0,0,pushups
25,-16,-58,-1,0,1,pushups
25,-16,-58,-1,0,1,pushups
16,-25,-66,-1,1,0,pushups
16,-25,-66,-1,1,0,pushups
35,-28,-70,-1,1,0,pushups
35,-28,-70,-1,1,0,pushups
25,-34,-78,-1,2,0,pushups
25,-34,-78,-1,2,0,pushups
26,-43,-86,-1,1,-1,pushups
26,-43,-86,-1,1,-1,pushups
40,-51,-91,-2,2,-1,pushups
40,-51,-91,-2,2,-1,pushups
33,-58,-91,-2,2,-1,pushups
33,-58,-91,-2,2,-1,pushups
26,-62,-89,-2,2,-1,pushups
26,-62,-89,-2,2,-1,pushups
30,-71,-88,-3,2,-1,pushups
30,-71,-88,-3,2,-1,pushups
24,-70,-85,-3,2,-2,pushups
24,-70,-85,-3,2,-2,pushups
1,-65,-97,-1,1,-2,pushups
1,-65,-97,-1,1,-2,pushups
60,-41,-101,-1,1,-2,pushups
60,-41,-101,-1,1,-2,pushups
28,-44,-91,-1,3,-1,pushups
28,-44,-91,-1,3,-1,pushups
51,-37,-113,-1,2,-2,pushups
51,-37,-113,-1,2,-2,pushups
26,-47,-114,-1,3,-1,pushups
26,-47,-114,-1,3,-1,pushups
15,-61,-125,-2,-1,-1,pushups
15,-61,-125,-2,-1,-1,pushups
63,-69,-143,-2,-1,-1,pushups
63,-69,-143,-2,-1,-1,pushups
53,-69,-145,-3,-1,0,pushups
53,-69,-145,-3,-1,0,pushups
25,-69,-162,-4,-1,-2,pushups
25,-69,-162,-4,-1,-2,pushups
73,-49,-161,-5,1,-2,pushups
73,-49,-161,-5,1,-2,pushups
48,-56,-164,-11,9,-5,pushups
48,-56,-164,-11,9,-5,pushups
32,-81,-184,-1,2,-3,pushups
32,-81,-184,-1,2,-3,pushups
71,-35,-124,-4,-6,2,pushups
71,-35,-124,-4,-6,2,pushups
56,-54,-133,-7,-8,2,pushups
56,-54,-133,-7,-8,2,pushups
95,-30,-103,-6,-3,-3,pushups
95,-30,-103,-6,-3,-3,pushups
4,16,-38,-10,-1,-1,pushups
4,16,-38,-10,-1,-1,pushups
-19,7,10,-5,-2,-2,pushups
-19,7,10,-5,-2,-2,pushups
7,10,48,-3,1,-3,pushups
7,10,48,-3,1,-3,pushups
-45,26,159,-2,-2,-1,pushups
-45,26,159,-2,-2,-1,pushups
-6,29,168,-1,2,-2,pushups
-6,29,168,-1,2,-2,pushups
-105,27,214,0,2,-3,pushups
-105,27,214,0,2,-3,pushups
-57,38,244,6,-1,3,pushups
-57,38,244,6,-1,3,pushups
-70,58,225,7,-1,4,pushups
-70,58,225,7,-1,4,pushups
-40,87,133,13,5,2,pushups
-40,87,133,13,5,2,pushups
-44,120,159,6,5,0,pushups
-44,120,159,6,5,0,pushups
-65,79,119,8,0,3,pushups
-65,79,119,8,0,3,pushups
-10,60,93,5,-1,3,pushups
-10,60,93,5,-1,3,pushups
-36,41,64,5,2,2,pushups
-36,41,64,5,2,2,pushups
-23,27,68,3,2,1,pushups
-23,27,68,3,2,1,pushups
-9,22,57,2,0,1,pushups
-9,22,57,2,0,1,pushups
-13,24,50,1,0,1,pushups
-13,24,50,1,0,1,pushups
-54,21,25,2,1,0,pushups
-54,21,25,2,1,0,pushups
-15,23,31,2,-1,1,pushups
-15,23,31,2,-1,1,pushups
-22,19,43,2,0,1,pushups
-22,19,43,2,0,1,pushups
-21,18,46,1,-1,1,pushups
-21,18,46,1,-1,1,pushups
12,15,58,1,0,1,pushups
12,15,58,1,0,1,pushups
1,18,59,1,0,1,pushups
1,18,59,1,0,1,pushups
18,17,64,1,0,1,pushups
18,17,64,1,0,1,pushups
44,11,54,-1,0,0,pushups
44,11,54,-1,0,0,pushups
-15,23,49,1,-1,-1,pushups
-15,23,49,1,-1,-1,pushups
26,37,58,1,-1,0,pushups
26,37,58,1,-1,0,pushups
-28,34,50,1,-1,0,pushups
-28,34,50,1,-1,0,pushups
0,37,50,1,0,1,pushups
0,37,50,1,0,1,pushups
-49,25,53,2,-1,1,pushups
-49,25,53,2,-1,1,pushups
-45,27,49,0,-1,1,pushups
-45,27,49,0,-1,1,pushups
-80,21,46,0,0,0,pushups
-80,21,46,0,0,0,pushups
-59,30,36,2,-3,1,pushups
-59,30,36,2,-3,1,pushups
1,31,39,0,-2,2,pushups
1,31,39,0,-2,2,pushups
-70,28,34,1,-2,1,pushups
-70,28,34,1,-2,1,pushups
-41,24,33,2,-3,2,pushups
-41,24,33,2,-3,2,pushups
0,18,41,0,-2,1,pushups
0,18,41,0,-2,1,pushups
-6,23,29,1,-2,1,pushups
-6,23,29,1,-2,1,pushups
-9,21,27,1,-2,2,pushups
-9,21,27,1,-2,2,pushups
-30,13,17,1,-1,1,pushups
-30,13,17,1,-1,1,pushups
34,11,15,1,-2,0,pushups
34,11,15,1,-2,0,pushups
20,10,5,1,-1,1,pushups
20,10,5,1,-1,1,pushups
-18,5,-9,1,-1,1,pushups
-18,5,-9,1,-1,1,pushups
21,-1,-16,1,-1,0,pushups
21,-1,-16,1,-1,0,pushups
7,0,-33,0,0,1,pushups
7,0,-33,0,0,1,pushups
19,-2,-45,0,0,0,pushups
19,-2,-45,0,0,0,pushups
34,-10,-55,0,0,1,pushups
34,-10,-55,0,0,1,pushups
18,-20,-68,-1,0,0,pushups
18,-20,-68,-1,0,0,pushups
38,-27,-75,-1,0,0,pushups
38,-27,-75,-1,0,0,pushups
47,-40,-84,-1,1,0,pushups
47,-40,-84,-1,1,0,pushups
25,-44,-90,-2,2,-1,pushups
25,-44,-90,-2,2,-1,pushups
68,-48,-90,-2,2,-1,pushups
68,-48,-90,-2,2,-1,pushups
57,-54,-87,-2,2,-1,pushups
57,-54,-87,-2,2,-1,pushups
32,-65,-90,-3,2,-2,pushups
32,-65,-90,-3,2,-2,pushups
79,-73,-105,-2,2,-3,pushups
79,-73,-105,-2,2,-3,pushups
24,-76,-97,-1,3,-2,pushups
24,-76,-97,-1,3,-2,pushups
8,-70,-87,-1,1,-2,pushups
8,-70,-87,-1,1,-2,pushups
76,-62,-81,-2,1,-1,pushups
76,-62,-81,-2,1,-1,pushups
0,-44,-81,-2,2,-1,pushups
0,-44,-81,-2,2,-1,pushups
34,-37,-93,-1,1,-1,pushups
34,-37,-93,-1,1,-1,pushups
36,-34,-89,-2,2,-1,pushups
36,-34,-89,-2,2,-1,pushups
-7,-39,-118,-1,1,-2,pushups
-7,-39,-118,-1,1,-2,pushups
71,-31,-133,-2,0,-1,pushups
71,-31,-133,-2,0,-1,pushups
35,-50,-158,-1,-1,0,pushups
35,-50,-158,-1,-1,0,pushups
48,-56,-173,-3,-1,-1,pushups
48,-56,-173,-3,-1,-1,pushups
50,-59,-172,-4,1,-2,pushups
50,-59,-172,-4,1,-2,pushups
71,-36,-144,-11,8,-4,pushups
71,-36,-144,-11,8,-4,pushups
44,-75,-175,-3,2,-3,pushups
44,-75,-175,-3,2,-3,pushups
91,-28,-137,-5,-5,0,pushups
91,-28,-137,-5,-5,0,pushups
85,-33,-128,-5,-6,1,pushups
85,-33,-128,-5,-6,1,pushups
66,-33,-100,-5,-4,-1,pushups
66,-33,-100,-5,-4,-1,pushups
19,2,-51,-5,-2,-2,pushups
19,2,-51,-5,-2,-2,pushups
34,6,-38,-8,-1,-2,pushups
34,6,-38,-8,-1,-2,pushups
-29,-5,-13,-4,1,-3,pushups
-29,-5,-13,-4,1,-3,pushups
-2,6,39,0,-1,-2,pushups
-2,6,39,0,-1,-2,pushups
-44,22,91,-1,-2,0,pushups
-44,22,91,-1,-2,0,pushups
-26,26,123,-3,0,-3,pushups
-26,26,123,-3,0,-3,pushups
-85,45,179,-2,0,-1,pushups
-85,45,179,-2,0,-1,pushups
-51,29,223,0,0,2,pushups
-51,29,223,0,0,2,pushups
-59,22,209,4,2,2,pushups
-59,22,209,4,2,2,pushups
-22,46,214,7,-1,2,pushups
-22,46,214,7,-1,2,pushups
-16,83,206,8,3,0,pushups
-16,83,206,8,3,0,pushups
-34,81,157,13,1,3,pushups
-34,81,157,13,1,3,pushups
17,68,102,7,3,0,pushups
17,68,102,7,3,0,pushups
1,55,97,6,2,0,pushups
1,55,97,6,2,0,pushups
-19,38,80,5,-1,1,pushups
-19,38,80,5,-1,1,pushups
4,22,61,3,0,-1,pushups
4,22,61,3,0,-1,pushups
6,32,62,3,1,0,pushups
6,32,62,3,1,0,pushups
-25,29,38,2,1,1,pushups
-25,29,38,2,1,1,pushups
5,21,50,1,0,0,pushups
5,21,50,1,0,0,pushups
-32,20,30,2,0,1,pushups
-32,20,30,2,0,1,pushups
22,14,39,1,-1,0,pushups
22,14,39,1,-1,0,pushups
-30,7,27,1,-1,0,pushups
-30,7,27,1,-1,0,pushups
5,25,26,0,1,1,pushups
5,25,26,0,1,1,pushups
-5,28,19,1,-1,1,pushups
-5,28,19,1,-1,1,pushups
4,43,13,1,0,1,pushups
4,43,13,1,0,1,pushups
-79,55,3,1,0,0,pushups
-79,55,3,1,0,0,pushups
-21,53,10,1,-1,0,pushups
-21,53,10,1,-1,0,pushups
-31,51,2,1,1,1,pushups
-31,51,2,1,1,1,pushups
-61,41,13,1,1,1,pushups
-61,41,13,1,1,1,pushups
-43,30,27,0,-1,1,pushups
-43,30,27,0,-1,1,pushups
-17,22,19,0,1,2,pushups
-17,22,19,0,1,2,pushups
-19,14,29,0,-1,1,pushups
-19,14,29,0,-1,1,pushups
2,16,36,0,0,1,pushups
2,16,36,0,0,1,pushups
10,15,37,0,0,1,pushups
10,15,37,0,0,1,pushups
1,11,36,1,-1,0,pushups
1,11,36,1,-1,0,pushups
5,9,45,0,-1,1,pushups
5,9,45,0,-1,1,pushups
0,12,9,0,0,0,pushups
0,12,9,0,0,0,pushups
8,1,1,0,2,0,pushups
8,1,1,0,2,0,pushups
-6,15,1,0,-1,0,pushups
-6,15,1,0,-1,0,pushups
8,-5,1,0,0,0,pushups
8,-5,1,0,0,0,pushups
0,13,1,0,1,0,pushups
0,13,1,0,1,0,pushups
15,2,2,0,0,0,pushups
15,2,2,0,0,0,pushups
0,10,1,0,0,0,pushups
0,10,1,0,0,0,pushups
-4,6,3,0,0,0,pushups
-4,6,3,0,0,0,pushups
3,-1,3,0,0,0,pushups
3,-1,3,0,0,0,pushups
0,8,0,0,0,0,pushups
0,8,0,0,0,0,pushups
2,-2,0,0,0,0,pushups
2,-2,0,0,0,0,pushups
-1,3,-1,0,0,0,pushups
-1,3,-1,0,0,0,pushups
-11,-2,2,0,0,0,pushups
-11,-2,2,0,0,0,pushups
4,-1,0,0,1,0,pushups
4,-1,0,0,1,0,pushups
-6,2,1,0,0,0,pushups
-6,2,1,0,0,0,pushups
2,-4,-1,0,0,0,pushups
2,-4,-1,0,0,0,pushups
-5,-2,-2,0,0,0,pushups
-5,-2,-2,0,0,0,pushups
2,0,0,0,0,0,pushups
2,0,0,0,0,0,pushups
-4,1,0,0,0,0,pushups
-4,1,0,0,0,0,pushups
-6,-1,1,0,0,0,pushups
-6,-1,1,0,0,0,pushups
-5,-2,0,0,0,0,pushups
-5,-2,0,0,0,0,pushups
-3,-1,1,0,0,0,pushups
-3,-1,1,0,0,0,pushups
-3,-3,1,0,0,0,pushups
-3,-3,1,0,0,0,pushups
0,1,1,0,0,0,pushups
0,1,1,0,0,0,pushups
-3,0,1,0,0,0,pushups
-3,0,1,0,0,0,pushups
-1,0,1,0,0,0,pushups
-1,0,1,0,0,0,pushups
0,1,0,0,0,0,pushups
0,1,0,0,0,0,pushups
1,-1,0,0,0,0,pushups
1,-1,0,0,0,0,pushups
0,0,-1,0,0,0,pushups
0,0,-1,0,0,0,pushups
0,1,0,0,0,0,pushups
0,1,0,0,0,0,pushups
0,0,-1,0,0,0,pushups
0,0,-1,0,0,0,pushups
2,2,0,0,0,0,pushups
2,2,0,0,0,0,pushups
1,-1,-1,0,0,0,pushups
1,-1,-1,0,0,0,pushups
0,2,0,0,0,0,pushups
0,2,0,0,0,0,pushups
0,0,0,0,0,0,pushups
0,0,0,0,0,0,pushups
1,3,0,0,0,0,pushups
1,3,0,0,0,0,pushups
-1,0,0,0,0,0,pushups
-1,0,0,0,0,0,pushups
-4,2,0,0,0,0,pushups
-4,2,0,0,0,0,pushups
2,-2,1,0,0,0,pushups
2,-2,1,0,0,0,pushups
-2,-1,0,0,0,0,pushups
-2,-1,0,0,0,0,pushups
2,-1,0,0,0,0,pushups
2,-1,0,0,0,0,pushups
-3,-1,-1,0,0,0,pushups
-3,-1,-1,0,0,0,pushups
0,1,0,0,0,0,pushups
0,1,0,0,0,0,pushups
0,0,0,0,0,0,pushups
0,0,0,0,0,0,pushups
0,0,-1,0,0,0,pushups
0,0,-1,0,0,0,pushups
1,3,0,0,0,0,pushups
1,3,0,0,0,0,pushups
2,3,0,0,0,0,pushups
2,3,0,0,0,0,pushups
1,7,-2,0,0,0,pushups
1,7,-2,0,0,0,pushups
0,14,-3,0,0,0,pushups
0,14,-3,0,0,0,pushups
4,20,-3,0,0,0,pushups
4,20,-3,0,0,0,pushups
7,27,-5,0,0,0,pushups
7,27,-5,0,0,0,pushups
17,42,-3,0,0,0,pushups
17,42,-3,0,0,0,pushups
13,34,-5,0,0,0,pushups
13,34,-5,0,0,0,pushups
15,34,-5,1,0,0,pushups
15,34,-5,1,0,0,pushups
18,35,-3,0,0,-1,pushups
18,35,-3,0,0,-1,pushups
-7,21,-11,1,-1,-1,pushups
-7,21,-11,1,-1,-1,pushups
-12,10,0,1,0,-1,pushups
-12,10,0,1,0,-1,pushups
-36,-4,9,-1,0,-3,pushups
-36,-4,9,-1,0,-3,pushups
-76,-28,19,0,1,-2,pushups
-76,-28,19,0,1,-2,pushups
-100,-42,36,0,0,-1,pushups
-100,-42,36,0,0,-1,pushups
-112,-56,27,0,1,-2,pushups
-112,-56,27,0,1,-2,pushups
-155,-73,49,-4,2,-2,pushups
-155,-73,49,-4,2,-2,pushups
-191,-144,82,-3,0,0,pushups
-191,-144,82,-3,0,0,pushups
-219,-148,144,-1,0,-1,pushups
-219,-148,144,-1,0,-1,pushups
-224,-160,105,-1,4,-1,pushups
-224,-160,105,-1,4,-1,pushups
-269,-190,79,-1,0,2,pushups
-269,-190,79,-1,0,2,pushups
-167,-242,109,1,1,7,pushups
-167,-242,109,1,1,7,pushups
-164,-281,133,4,-1,3,pushups
-164,-281,133,4,-1,3,pushups
-52,-146,183,7,1,17,pushups
-52,-146,183,7,1,17,pushups
-61,26,187,1,7,9,pushups
-61,26,187,1,7,9,pushups
-13,34,138,5,3,4,pushups
-13,34,138,5,3,4,pushups
-17,68,121,2,2,4,pushups
-17,68,121,2,2,4,pushups
-7,0,99,2,2,2,pushups
-7,0,99,2,2,2,pushups
-7,-21,84,3,3,1,pushups
-7,-21,84,3,3,1,pushups
-11,2,60,1,2,2,pushups
-11,2,60,1,2,2,pushups
-44,-20,49,2,1,1,pushups
-44,-20,49,2,1,1,pushups
-48,-1,51,1,-1,1,pushups
-48,-1,51,1,-1,1,pushups
0,-2,53,1,2,1,pushups
0,-2,53,1,2,1,pushups
-49,11,52,1,1,1,pushups
-49,11,52,1,1,1,pushups
-28,16,46,1,-1,1,pushups
-28,16,46,1,-1,1,pushups
-35,28,43,0,-1,1,pushups
-35,28,43,0,-1,1,pushups
-36,13,42,1,-1,0,pushups
-36,13,42,1,-1,0,pushups
-30,14,43,1,-1,1,pushups
-30,14,43,1,-1,1,pushups
-29,9,37,1,-2,1,pushups
-29,9,37,1,-2,1,pushups
-23,-8,36,2,-1,2,pushups
-23,-8,36,2,-1,2,pushups
-29,-9,36,3,-1,2,pushups
-29,-9,36,3,-1,2,pushups
-1,-3,32,3,-1,3,pushups
-1,-3,32,3,-1,3,pushups
-7,-7,12,4,-2,3,pushups
-7,-7,12,4,-2,3,pushups
8,12,6,3,-2,3,pushups
8,12,6,3,-2,3,pushups
21,8,-8,2,-2,2,pushups
21,8,-8,2,-2,2,pushups
31,10,-21,2,0,2,pushups
31,10,-21,2,0,2,pushups
39,6,-34,1,-1,1,pushups
39,6,-34,1,-1,1,pushups
59,7,-49,0,0,0,pushups
59,7,-49,0,0,0,pushups
55,2,-55,-1,1,-1,pushups
55,2,-55,-1,1,-1,pushups
56,0,-57,-2,1,-2,pushups
56,0,-57,-2,1,-2,pushups
59,4,-62,-3,1,-2,pushups
59,4,-62,-3,1,-2,pushups
48,-2,-65,-4,2,-3,pushups
48,-2,-65,-4,2,-3,pushups
65,-11,-76,-3,2,-4,pushups
65,-11,-76,-3,2,-4,pushups
54,-8,-79,-3,2,-3,pushups
54,-8,-79,-3,2,-3,pushups
24,-21,-74,-2,2,-2,pushups
24,-21,-74,-2,2,-2,pushups
41,-18,-72,-1,1,-1,pushups
41,-18,-72,-1,1,-1,pushups
39,-15,-75,-1,2,0,pushups
39,-15,-75,-1,2,0,pushups
44,-2,-84,-1,0,0,pushups
44,-2,-84,-1,0,0,pushups
59,10,-102,-1,0,-1,pushups
59,10,-102,-1,0,-1,pushups
80,37,-130,-2,-1,-1,pushups
80,37,-130,-2,-1,-1,pushups
103,48,-129,-3,-1,-1,pushups
103,48,-129,-3,-1,-1,pushups
117,37,-159,-5,1,-3,pushups
117,37,-159,-5,1,-3,pushups
106,-6,-171,-3,1,-4,pushups
106,-6,-171,-3,1,-4,pushups
117,72,-140,-5,1,-6,pushups
117,72,-140,-5,1,-6,pushups
138,29,-154,-10,3,-3,pushups
138,29,-154,-10,3,-3,pushups
108,15,-177,-1,-5,-4,pushups
108,15,-177,-1,-5,-4,pushups
122,85,-125,-5,-6,-6,pushups
122,85,-125,-5,-6,-6,pushups
78,18,-129,-4,-1,-2,pushups
78,18,-129,-4,-1,-2,pushups
87,71,-84,-4,-2,-3,pushups
87,71,-84,-4,-2,-3,pushups
48,19,-72,0,-4,-1,pushups
48,19,-72,0,-4,-1,pushups
55,53,-42,-2,-2,-4,pushups
55,53,-42,-2,-2,-4,pushups
26,19,-10,1,-1,-1,pushups
26,19,-10,1,-1,-1,pushups
15,50,13,-2,-1,-2,pushups
15,50,13,-2,-1,-2,pushups
-18,12,25,1,0,-1,pushups
-18,12,25,1,0,-1,pushups
-58,19,53,0,-1,-3,pushups
-58,19,53,0,-1,-3,pushups
-75,-5,85,-1,1,-2,pushups
-75,-5,85,-1,1,-2,pushups
-136,-36,102,-1,0,-2,pushups
-136,-36,102,-1,0,-2,pushups
-182,-69,131,0,2,-4,pushups
-182,-69,131,0,2,-4,pushups
-223,-78,163,-2,0,-1,pushups
-223,-78,163,-2,0,-1,pushups
-235,-120,149,1,-2,2,pushups
-235,-120,149,1,-2,2,pushups
-148,-157,139,4,1,7,pushups
-148,-157,139,4,1,7,pushups
-158,-183,136,5,3,7,pushups
-158,-183,136,5,3,7,pushups
-142,-182,138,8,1,6,pushups
-142,-182,138,8,1,6,pushups
-26,-73,136,7,4,8,pushups
-26,-73,136,7,4,8,pushups
-87,13,142,3,2,10,pushups
-87,13,142,3,2,10,pushups
-76,-27,100,2,2,1,pushups
-76,-27,100,2,2,1,pushups
-43,42,105,1,2,3,pushups
-43,42,105,1,2,3,pushups
-51,-36,74,2,2,3,pushups
-51,-36,74,2,2,3,pushups
-41,-49,78,3,1,3,pushups
-41,-49,78,3,1,3,pushups
-53,-62,79,3,1,2,pushups
-53,-62,79,3,1,2,pushups
-42,-44,71,3,0,3,pushups
-42,-44,71,3,0,3,pushups
-49,-25,67,2,1,2,pushups
-49,-25,67,2,1,2,pushups
-31,-17,56,1,-1,2,pushups
-31,-17,56,1,-1,2,pushups
-16,3,62,2,-1,2,pushups
-16,3,62,2,-1,2,pushups
-24,8,53,1,0,1,pushups
-24,8,53,1,0,1,pushups
-25,25,56,1,0,0,pushups
-25,25,56,1,0,0,pushups
0,35,56,1,0,1,pushups
0,35,56,1,0,1,pushups
-24,25,52,1,-2,0,pushups
-24,25,52,1,-2,0,pushups
-11,33,44,1,-3,0,pushups
-11,33,44,1,-3,0,pushups
-7,51,45,1,-1,0,pushups
-7,51,45,1,-1,0,pushups
-26,31,43,1,-1,1,pushups
-26,31,43,1,-1,1,pushups
-9,17,39,3,-2,2,pushups
-9,17,39,3,-2,2,pushups
9,21,32,3,-2,3,pushups
9,21,32,3,-2,3,pushups
7,-7,14,3,-3,4,pushups
7,-7,14,3,-3,4,pushups
14,-7,6,3,-2,3,pushups
14,-7,6,3,-2,3,pushups
10,-20,-10,2,-3,2,pushups
10,-20,-10,2,-3,2,pushups
43,-9,-26,2,-1,1,pushups
43,-9,-26,2,-1,1,pushups
37,-12,-34,1,0,0,pushups
37,-12,-34,1,0,0,pushups
48,-7,-46,0,0,0,pushups
48,-7,-46,0,0,0,pushups
45,-6,-53,-1,1,-2,pushups
45,-6,-53,-1,1,-2,pushups
34,-3,-57,-3,0,-3,pushups
34,-3,-57,-3,0,-3,pushups
59,-19,-73,-2,1,-3,pushups
59,-19,-73,-2,1,-3,pushups
30,-31,-77,-2,3,-2,pushups
30,-31,-77,-2,3,-2,pushups
34,-17,-68,-2,3,-3,pushups
34,-17,-68,-2,3,-3,pushups
41,-4,-72,-2,2,-2,pushups
41,-4,-72,-2,2,-2,pushups
21,-2,-72,-2,2,-1,pushups
21,-2,-72,-2,2,-1,pushups
45,6,-74,-2,1,0,pushups
45,6,-74,-2,1,0,pushups
43,-10,-72,-1,1,0,pushups
43,-10,-72,-1,1,0,pushups
36,14,-88,0,0,0,pushups
36,14,-88,0,0,0,pushups
86,47,-95,-1,-1,0,pushups
86,47,-95,-1,-1,0,pushups
91,59,-121,-3,1,-1,pushups
91,59,-121,-3,1,-1,pushups
85,62,-143,-3,0,-3,pushups
85,62,-143,-3,0,-3,pushups
147,51,-147,-3,1,-4,pushups
147,51,-147,-3,1,-4,pushups
-102,39,-138,-4,2,-3,pushups
-102,39,-138,-4,2,-3,pushups
108,42,-147,-4,2,-4,pushups
108,42,-147,-4,2,-4,pushups
102,108,-101,-7,2,-3,pushups
102,108,-101,-7,2,-3,pushups
105,26,-131,-6,0,-3,pushups
105,26,-131,-6,0,-3,pushups
136,83,-130,-2,-3,-6,pushups
136,83,-130,-2,-3,-6,pushups
125,68,-99,-4,-2,-5,pushups
125,68,-99,-4,-2,-5,pushups
73,43,-89,-1,-2,-2,pushups
73,43,-89,-1,-2,-2,pushups
46,88,-40,-1,-3,-4,pushups
46,88,-40,-1,-3,-4,pushups
37,36,-51,-2,-1,-1,pushups
37,36,-51,-2,-1,-1,pushups
48,74,-8,0,0,-4,pushups
48,74,-8,0,0,-4,pushups
-11,29,20,-1,-2,-3,pushups
-11,29,20,-1,-2,-3,pushups
-25,8,26,-3,2,-6,pushups
-25,8,26,-3,2,-6,pushups
-132,-64,63,-2,0,-6,pushups
-132,-64,63,-2,0,-6,pushups
-155,-77,92,-3,1,-4,pushups
-155,-77,92,-3,1,-4,pushups
-257,-142,103,-2,0,-3,pushups
-257,-142,103,-2,0,-3,pushups
-221,-146,131,1,-4,5,pushups
-221,-146,131,1,-4,5,pushups
-159,-184,90,5,-2,8,pushups
-159,-184,90,5,-2,8,pushups
-153,-175,112,8,2,8,pushups
-153,-175,112,8,2,8,pushups
-115,-116,154,6,0,10,pushups
-115,-116,154,6,0,10,pushups
-59,-25,136,2,1,10,pushups
-59,-25,136,2,1,10,pushups
-48,-46,106,2,4,7,pushups
-48,-46,106,2,4,7,pushups
-48,4,109,5,2,4,pushups
-48,4,109,5,2,4,pushups
-23,46,99,2,0,3,pushups
-23,46,99,2,0,3,pushups
-46,19,91,2,1,1,pushups
-46,19,91,2,1,1,pushups
-49,-11,79,3,1,2,pushups
-49,-11,79,3,1,2,pushups
-23,-16,72,4,0,2,pushups
-23,-16,72,4,0,2,pushups
-26,16,60,3,1,2,pushups
-26,16,60,3,1,2,pushups
-15,7,52,2,1,2,pushups
-15,7,52,2,1,2,pushups
-37,8,54,1,-1,2,pushups
-37,8,54,1,-1,2,pushups
-6,14,48,0,-1,1,pushups
-6,14,48,0,-1,1,pushups
-34,-11,46,1,0,0,pushups
-34,-11,46,1,0,0,pushups
-35,12,48,1,0,0,pushups
-35,12,48,1,0,0,pushups
-51,-9,46,1,-1,-1,pushups
-51,-9,46,1,-1,-1,pushups
-2,2,29,2,-1,0,pushups
-2,2,29,2,-1,0,pushups
-25,30,21,2,-2,0,pushups
-25,30,21,2,-2,0,pushups
-1,54,18,1,-2,1,pushups
-1,54,18,1,-2,1,pushups
7,30,9,1,-1,2,pushups
7,30,9,1,-1,2,pushups
-15,33,14,1,-2,4,pushups
-15,33,14,1,-2,4,pushups
-16,-23,11,1,-2,4,pushups
-16,-23,11,1,-2,4,pushups
13,-34,-13,2,-2,2,pushups
13,-34,-13,2,-2,2,pushups
17,-10,-7,2,-1,2,pushups
17,-10,-7,2,-1,2,pushups
18,-22,-16,1,-1,0,pushups
18,-22,-16,1,-1,0,pushups
48,-2,-29,1,0,1,pushups
48,-2,-29,1,0,1,pushups
48,-4,-42,0,1,-1,pushups
48,-4,-42,0,1,-1,pushups
57,-17,-55,-1,1,-2,pushups
57,-17,-55,-1,1,-2,pushups
62,-4,-66,-2,2,-2,pushups
62,-4,-66,-2,2,-2,pushups
42,-26,-66,-2,1,-3,pushups
42,-26,-66,-2,1,-3,pushups
50,-12,-62,-3,2,-3,pushups
50,-12,-62,-3,2,-3,pushups
46,-18,-63,-2,2,-2,pushups
46,-18,-63,-2,2,-2,pushups
41,-22,-63,-2,2,-1,pushups
41,-22,-63,-2,2,-1,pushups
